,uid_x,domainID_x,siteID_x,namedLocation_x,collectDate_x,identifiedDate,sampleID,sampleCode_x,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition_x,distinctTaxon,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF_x,publicationDate_x,release_x,uid_y,domainID_y,siteID_y,namedLocation_y,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate_y,eventID,boutNumber,sampleCode_y,sampleCondition_y,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF_y,publicationDate_y,release_y
4250,b73bb169-fcc5-44ec-bd13-459d26f50fd0,D09,PRLA,PRLA.AOS.buoy.c0,2019-09-10T13:24Z,2020-03-11,PRLA.20190910.SCHINDLER.3,A00000084772,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.925,1.817,1.364,,61,coarse,548.0,33.0,1017.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T180759Z,RELEASE-2024,659d8acf-8eb2-4b0f-a3db-c7cad59b7d01,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084772,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.4,2.4,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4253,b63e81f4-69a3-45d3-8168-6aa5d50d49ae,D09,PRLA,PRLA.AOS.buoy.c0,2019-09-10T13:24Z,2020-03-11,PRLA.20190910.SCHINDLER.3,A00000084772,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.422,0.617,0.515,,16,coarse,548.0,33.0,267.0,N,other (specified in remarks),N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Small, immature",,,20231227T180759Z,RELEASE-2024,659d8acf-8eb2-4b0f-a3db-c7cad59b7d01,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2019-09-10T13:24Z,2019-09-10T13:24Z,PRLA.20190910,3,A00000084772,,NEON.DOC.001194vH,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.4,2.4,,0000-0002-1892-7221,0000-0002-9635-4684,,20231227T180759Z,RELEASE-2024
4254,57ba9bf6-376b-410d-961c-7633422521d9,D09,PRLA,PRLA.AOS.littoral1,2020-06-15T16:21Z,2020-07-22,PRLA.20200615.SCHINDLER.1,A00000050121,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.965,1.208,1.069,,11,coarse,542.0,54.0,110.0,N,other (specified in remarks),Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Small, I cannot see the claw.",,,20231227T214624Z,RELEASE-2024,75106b6d-2afe-4dc0-a00b-5c9233e49fc6,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050121,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,1,2.0,24.0,0.5,1.7,,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4257,51273a7c-c365-4370-82cf-379ded5570d2,D09,PRLA,PRLA.AOS.buoy.c0,2020-06-15T16:21Z,2020-07-24,PRLA.20200615.SCHINDLER.3,A00000050122,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.989,2.486,1.583,,60,coarse,511.0,26.0,1200.0,N,condition OK,Y,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,PTD outside expected range,,,20231227T214624Z,RELEASE-2024,12036500-5724-4a40-bb31-5d8810716e52,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050122,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,3.0,36.0,0.5,1.8,3.0,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4263,435fa84c-0a1f-4417-aa56-83fb02530406,D09,PRLA,PRLA.AOS.littoral1,2020-06-15T16:21Z,2020-07-22,PRLA.20200615.SCHINDLER.1,A00000050121,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.895,0.934,0.915,,3,coarse,542.0,54.0,30.0,N,condition OK,N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T214624Z,RELEASE-2024,75106b6d-2afe-4dc0-a00b-5c9233e49fc6,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050121,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,1,2.0,24.0,0.5,1.7,,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4265,d032b298-5506-4edf-9b30-cf6204048cc8,D09,PRLA,PRLA.AOS.littoral1,2020-06-15T16:21Z,2020-07-22,PRLA.20200615.SCHINDLER.1,A00000050121,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.052,1.536,1.287,,55,coarse,542.0,54.0,550.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T214624Z,RELEASE-2024,75106b6d-2afe-4dc0-a00b-5c9233e49fc6,D09,PRLA,PRLA.AOS.littoral1,47.159093,-99.114228,1.1,10.0,WGS84,562.4,1,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050121,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,1,2.0,24.0,0.5,1.7,,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4272,14ca62cf-3b86-4449-9e26-28a07e74814c,D09,PRLA,PRLA.AOS.buoy.c0,2020-06-15T16:21Z,2020-07-24,PRLA.20200615.SCHINDLER.3,A00000050122,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.894,1.022,0.957,,9,coarse,511.0,26.0,180.0,N,other (specified in remarks),Y,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,"PTD outside expected range. Damaged, one possibly D. parvula",,,20231227T214624Z,RELEASE-2024,12036500-5724-4a40-bb31-5d8810716e52,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050122,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,3.0,36.0,0.5,1.8,3.0,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4275,5655ebf6-28cd-4a99-ab58-c29c822b032b,D09,PRLA,PRLA.AOS.littoral2,2020-06-15T16:21Z,2020-07-24,PRLA.20200615.SCHINDLER.2,A00000050134,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.002,1.899,1.534,,111,coarse,496.0,149.0,370.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T214624Z,RELEASE-2024,ec6e92b6-1075-4479-ac50-e50c1e5888df,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050134,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,0.9,,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4282,ad3ad5e4-2de7-46ca-b43a-e52084cebdf7,D09,PRLA,PRLA.AOS.buoy.c0,2020-06-15T16:21Z,2020-07-24,PRLA.20200615.SCHINDLER.3,A00000050122,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.788,0.989,0.885,,11,coarse,511.0,26.0,220.0,N,condition OK,N,,"Thorp and Rogers, 2016",Y,"Rhithron Associates, Inc.",,B. Hayford,PTD outside expected range,,,20231227T214624Z,RELEASE-2024,12036500-5724-4a40-bb31-5d8810716e52,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050122,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,3.0,36.0,0.5,1.8,3.0,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4284,d14ef248-f55c-4641-a695-213536ad936b,D09,PRLA,PRLA.AOS.littoral2,2020-06-15T16:21Z,2020-07-24,PRLA.20200615.SCHINDLER.2,A00000050134,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.752,0.894,0.823,,3,coarse,496.0,149.0,10.0,N,other (specified in remarks),Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,"Small, cannot see the claw.",,,20231227T214624Z,RELEASE-2024,ec6e92b6-1075-4479-ac50-e50c1e5888df,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050134,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,0.9,,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4289,a72c2d6d-fc8f-4813-b6fb-3748491ae4e1,D09,PRLA,PRLA.AOS.littoral2,2020-06-15T16:21Z,2020-07-24,PRLA.20200615.SCHINDLER.2,A00000050134,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.785,0.979,0.882,,4,coarse,496.0,149.0,13.0,N,condition OK,N,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,,,,20231227T214624Z,RELEASE-2024,ec6e92b6-1075-4479-ac50-e50c1e5888df,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2020-06-15T16:21Z,2020-06-15T16:21Z,PRLA.20200615,1,A00000050134,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,0.9,,,0000-0003-4092-4649,0000-0002-1892-7221,,20231227T214624Z,RELEASE-2024
4424,23f6b1b2-a84f-438d-95e0-cd7854479d70,D09,PRLA,PRLA.AOS.buoy.c0,2021-07-13T13:56Z,2021-08-18,PRLA.20210713.SCHINDLER.3,A00000240207,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.516,0.516,0.516,,1,coarse,530.0,14.0,38.0,N,other (specified in remarks),Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Hayford,Immature,,,20231228T011117Z,RELEASE-2024,d08d7934-d356-4afd-975b-b83dc47be2a8,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2021-07-13T13:56Z,2021-07-13T13:56Z,PRLA.20210713,2,A00000240207,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,3.0,36.0,0.5,1.3,2.2,,0000-0003-4092-4649,0000-0002-1892-7221,,20231228T011117Z,RELEASE-2024
4468,2cfd4034-84db-49b4-91a1-7008b22d39d0,D09,PRLA,PRLA.AOS.littoral2,2021-09-14T14:05Z,2022-05-04,PRLA.20210914.SCHINDLER.2,A00000240569,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.8,0.8,0.8,,3,coarse,460.0,2.0,690.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,,,,20231228T013113Z,RELEASE-2024,d019f613-7c25-4126-b04c-7a9bff647c81,D09,PRLA,PRLA.AOS.littoral2,47.16085,-99.120215,1.1,10.0,WGS84,562.3,1,lake,2021-09-14T14:05Z,2021-09-14T14:05Z,PRLA.20210914,3,A00000240569,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,2,2.0,24.0,0.5,0.5,,,0000-0003-4092-4649,0000-0002-1892-7221,,20231228T013113Z,RELEASE-2024
4476,cfdd3307-37c5-4e33-a7a3-0073d9ad7781,D09,PRLA,PRLA.AOS.buoy.c0,2021-09-14T14:05Z,2022-05-03,PRLA.20210914.SCHINDLER.3,A00000240568,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.0,1.5,1.25,,4,coarse,498.0,2.0,996.0,N,condition OK,Y,,"Thorp and Rogers, 2016",N,"Rhithron Associates, Inc.",,B. Moore,,,,20231228T013113Z,RELEASE-2024,80af9a5e-f3e2-444c-938b-e3d8635f0697,D09,PRLA,PRLA.AOS.buoy.c0,47.159718,-99.118723,10.0,10.0,WGS84,561.0,10,lake,2021-09-14T14:05Z,2021-09-14T14:05Z,PRLA.20210914,3,A00000240568,,NEON.DOC.001194vJ,,OK - no known exceptions,N,Schindler-Patalas,3,3.0,36.0,0.5,1.2,1.9,,0000-0003-4092-4649,0000-0002-1892-7221,,20231228T013113Z,RELEASE-2024
4553,afe6e214-72fa-47eb-a81b-74ae61e0ae3f,D09,PRPO,PRPO.AOS.buoy.c0,2014-07-08T17:00Z,2014-10-07,PRPO.20140708.TOWNET.DEEPEST2,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.36,0.36,0.36,,3,coarse,250.0,4.0,192.0,Y,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T222410Z,RELEASE-2024,d954777c-856e-409a-ab3d-12316a163a72,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2014-07-08T17:00Z,2014-07-08T17:00Z,PRPO.20140708,2,,,NEON.DOC.001194vA,,,,tow net,2,2.0,233.6,1.6,1.6,,Sample represents 2 of 2 seperate composite samples.,jeldridge@neoninc.org,totto@neoninc.org,legacyData,20231226T222410Z,RELEASE-2024
4568,b24e85ce-d3ae-444f-98a5-7e5fd8cfd477,D09,PRPO,PRPO.AOS.littoral1,2014-07-08T17:00Z,2014-10-03,PRPO.20140708.SCHINDLER.OUTLET1,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.32,0.4,0.36,,2,coarse,250.0,4.0,128.0,Y,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T222410Z,RELEASE-2024,e77c2510-8153-4380-90f9-b1d706067e9c,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2014-07-08T17:00Z,2014-07-08T17:00Z,PRPO.20140708,2,,,NEON.DOC.001194vA,,,,Schindler-Patalas,3,8.0,96.0,0.5,1.5,,Sample represents 1 of 2 seperate composite samples,jeldridge@neoninc.org,totto@neoninc.org,legacyData,20231226T222410Z,RELEASE-2024
4585,74df091e-4c25-401a-9ded-cc71c7e3324a,D09,PRPO,PRPO.AOS.littoral2,2014-07-08T17:00Z,2014-10-02,PRPO.20140708.SCHINDLER.INLET2,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.4,0.6,0.48,,4,coarse,250.0,4.0,256.0,Y,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T222410Z,RELEASE-2024,2eec6373-de3e-4c3f-81a1-3b67d3d4e35c,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2014-07-08T17:00Z,2014-07-08T17:00Z,PRPO.20140708,2,,,NEON.DOC.001194vA,,,,Schindler-Patalas,1,8.0,96.0,0.5,1.5,,Sample represents 2 of 2 individual composite samples.,jeldridge@neoninc.org,totto@neoninc.org,legacyData,20231226T222410Z,RELEASE-2024
4590,f949e64c-2352-47a0-bd19-3af39f670855,D09,PRPO,PRPO.AOS.littoral2,2014-07-08T17:00Z,2014-10-02,PRPO.20140708.SCHINDLER.INLET1,,,,DAPSP1,Y,Daphnia sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.4,0.4,0.4,,1,coarse,250.0,4.0,64.0,Y,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T222410Z,RELEASE-2024,5ab55edf-3e13-4fe5-8494-8f9db0e3780c,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2014-07-08T17:00Z,2014-07-08T17:00Z,PRPO.20140708,2,,,NEON.DOC.001194vA,,,,Schindler-Patalas,1,10.0,120.0,0.5,1.5,,Sample represent 1 of 2 seperate composite samples.,jeldridge@neoninc.org,totto@neoninc.org,legacyData,20231226T222410Z,RELEASE-2024
4606,cee07c1c-767b-4e61-87a3-d0e619093d71,D09,PRPO,PRPO.AOS.littoral2,2014-09-23T17:00Z,2015-05-06,PRPO.20140923.SCHINDLER.2,,DI-10,,CERDUB,Y,Ceriodaphnia dubia,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.48,0.52,0.5,,2,coarse,300.0,38.0,16.0,N,condition OK,N,,"Berner, 1986",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T224007Z,RELEASE-2024,deedf425-7b9c-48cd-b75c-d397c4a46da5,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2014-09-23T17:00Z,2014-09-23T17:00Z,PRPO.20140923,3,,,NEON.DOC.001194vB,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.0,,,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T224007Z,RELEASE-2024
4609,655971a5-f024-46b7-b2b6-a98021254d98,D09,PRPO,PRPO.AOS.buoy.c0,2014-09-23T17:00Z,2015-05-06,PRPO.20140923.TOW.3,,,,CERDUB,Y,Ceriodaphnia dubia,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.48,0.52,0.507,,3,coarse,500.0,8.0,192.0,N,condition OK,N,,"Berner, 1986",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T224007Z,RELEASE-2024,61a45369-64fe-4fcf-bf21-49af785427e9,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2014-09-23T17:00Z,2014-09-23T17:00Z,PRPO.20140923,3,,,NEON.DOC.001194vB,,,,tow net,3,3.0,328.5,1.5,1.5,1.5,,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T224007Z,RELEASE-2024
4611,e3212361-812d-468e-8e24-472031a82de8,D09,PRPO,PRPO.AOS.littoral1,2014-09-23T17:00Z,2015-05-07,PRPO.20140923.SCHINDLER.1,,,,CERDUB,Y,Ceriodaphnia dubia,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.28,0.56,0.413,,3,coarse,300.0,38.0,24.0,N,condition OK,N,,"Berner, 1986",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T224007Z,RELEASE-2024,b2f2ac87-c064-47e6-ba36-da32a7475cbd,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2014-09-23T17:00Z,2014-09-23T17:00Z,PRPO.20140923,3,,,NEON.DOC.001194vB,,,,Schindler-Patalas,1,2.0,24.0,0.5,1.0,,,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T224007Z,RELEASE-2024
4615,e1c07069-c21f-4494-ae27-6255d867a51d,D09,PRPO,PRPO.AOS.buoy.c0,2014-09-23T17:00Z,2015-05-06,PRPO.20140923.TOW.3,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.4,0.72,0.56,,2,coarse,500.0,8.0,128.0,N,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T224007Z,RELEASE-2024,61a45369-64fe-4fcf-bf21-49af785427e9,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2014-09-23T17:00Z,2014-09-23T17:00Z,PRPO.20140923,3,,,NEON.DOC.001194vB,,,,tow net,3,3.0,328.5,1.5,1.5,1.5,,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T224007Z,RELEASE-2024
4625,72e38787-19ad-4f28-a230-a1d1f87663a3,D09,PRPO,PRPO.AOS.littoral1,2014-09-23T17:00Z,2015-05-07,PRPO.20140923.SCHINDLER.1,,DI-4,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.76,0.8,0.8,,1,coarse,300.0,38.0,8.0,N,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T224007Z,RELEASE-2024,b2f2ac87-c064-47e6-ba36-da32a7475cbd,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2014-09-23T17:00Z,2014-09-23T17:00Z,PRPO.20140923,3,,,NEON.DOC.001194vB,,,,Schindler-Patalas,1,2.0,24.0,0.5,1.0,,,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T224007Z,RELEASE-2024
4627,b7ba9cee-4ca2-4bed-a8dd-bbc20328c843,D09,PRPO,PRPO.AOS.littoral2,2014-09-23T17:00Z,2015-05-06,PRPO.20140923.SCHINDLER.2,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.36,0.36,0.36,,1,coarse,300.0,38.0,8.0,N,condition OK,N,,"Brooks, 1957",N,GEI Consultants Inc.,Water's Edge Scientific,DLN,,,legacyData,20231226T224007Z,RELEASE-2024,deedf425-7b9c-48cd-b75c-d397c4a46da5,D09,PRPO,PRPO.AOS.littoral2,47.131108,-99.250809,1.0,10.0,WGS84,591.9,1,lake,2014-09-23T17:00Z,2014-09-23T17:00Z,PRPO.20140923,3,,,NEON.DOC.001194vB,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.0,,,jeldridge@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T224007Z,RELEASE-2024
4678,b6167a15-be2e-4036-b8d6-b11eb3486e2e,D09,PRPO,PRPO.AOS.buoy.c0,2015-07-06T17:00Z,2017-02-28,PRPO.20150706.SCHINDLER.3,,,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.75,1.925,1.228,,8,coarse,120.0,7.0,140.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,K. Schnake,subsamplePercent = 5.71,,legacyData,20231226T234840Z,RELEASE-2024,518e495f-0ce4-4846-9871-088471a564ff,D09,PRPO,PRPO.AOS.buoy.c0,47.130692,-99.253482,10.0,10.0,WGS84,590.0,10,lake,2015-07-06T17:00Z,2015-07-06T17:00Z,PRPO.20150706,2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,3,3.0,36.0,0.5,1.3,2.1,,totto@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T234840Z,RELEASE-2024
4680,d516cc5d-1cc9-4698-af59-893e5ef39a0e,D09,PRPO,PRPO.AOS.littoral1,2015-07-06T17:00Z,2017-02-28,PRPO.20150706.SCHINDLER.1,,PRPO.20150706.SCHINDLER.1_DAPHNIA PULEX,,DAPPUL1,Y,Daphnia pulex,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.575,1.2,1.042,,12,coarse,110.0,4.0,360.0,N,condition OK,Y,,Pennak 1989,N,EcoAnalysts Inc.,,K. Schnake,subsamplePercent = 3.33,,legacyData,20231226T234840Z,RELEASE-2024,71dde2b2-72d0-4b91-ba3f-2a1ed84657a0,D09,PRPO,PRPO.AOS.littoral1,47.129671,-99.254694,1.0,10.0,WGS84,591.7,1,lake,2015-07-06T17:00Z,2015-07-06T17:00Z,PRPO.20150706,2,,,NEON.DOC.001194vD,,,,Schindler-Patalas,1,2.0,24.0,0.5,0.6,,,totto@neoninc.org,jeldridge@neoninc.org,legacyData,20231226T234840Z,RELEASE-2024
